x,y,urban,alarm,firetype,heatsource,objignited,day,time,dayweek,label
15.668,1.03,0,1,3,5,7,1180,12.0333333333333,7,other
7.094,11.056,1,1,5,NA,NA,885,19.5,6,other
8.272,11.216,1,4,3,7,7,1090,19.8166666666667,1,suspicious
7.592,12.557,1,1,5,NA,NA,1200,14.9166666666667,6,other
16.279,0.046,0,1,3,9,7,1412,9.53333333333333,1,other
6.403,8.661,1,4,2,7,9,946,21.55,4,suspicious
7.666,10.128,1,1,1,5,7,950,20.2666666666667,1,other
6.688,13.055,1,1,6,NA,NA,1250,17.9333333333333,7,other
6.897,12.114,1,1,1,9,1,885,19.3166666666667,6,other
9.143,14.596,0,1,3,1,7,1230,20.2166666666667,1,other
6.995,11.147,1,1,1,4,NA,1260,17.6,3,other
6.123,19.363,0,1,3,7,7,1427,21,2,suspicious
7.203,17.586,0,1,3,5,7,1392,11.3833333333333,2,other
6.475,11.909,1,1,5,NA,NA,1155,9.53333333333333,3,other
7.705,10.883,1,1,6,NA,NA,990,6.83333333333333,6,suspicious
6.674,10.945,1,1,1,NA,9,957,7.76666666666667,1,other
2.074,15.772,0,1,1,NA,NA,1348,11.7833333333333,7,other
7.724,12.733,1,1,5,NA,NA,1351,18.8,3,other
7.705,10.883,1,1,3,7,7,961,16.65,5,suspicious
8.676,12.034,1,1,3,7,7,1099,23.55,3,suspicious
6.882,12.65,1,1,1,4,6,1310,11.2666666666667,4,other
11.159,11.887,0,1,1,NA,NA,1343,18.3833333333333,2,other
7.777,12.089,1,1,2,NA,7,1395,7.16666666666667,5,other
7.04,8.589,1,1,1,NA,NA,1241,19.7,5,other
7.919,10.429,1,1,2,7,9,816,4.81666666666667,7,suspicious
7.308,11.698,1,1,1,NA,NA,926,19.2,5,other
7.838,11.563,1,1,5,NA,NA,1031,17.6,5,other
7.868,11.06,1,1,5,NA,NA,956,1.81666666666667,7,suspicious
7.732,10.413,1,1,5,NA,NA,1099,16.35,3,other
7.417,19.626,0,1,2,7,2,1059,21.4333333333333,5,other
8.502,11.588,1,3,3,7,7,1100,22.7333333333333,4,suspicious
8.129,11.718,1,1,5,NA,NA,1008,23.3833333333333,3,suspicious
8.114,12.018,1,1,3,6,7,1402,14.55,5,suspicious
7.751,10.905,1,1,5,NA,NA,1104,13,1,suspicious
8.141,11.328,1,1,2,7,9,907,2.76666666666667,7,suspicious
6.466,9.498,0,1,6,NA,NA,1098,15.9,2,suspicious
9.813,17.398,0,1,1,7,4,931,17.3333333333333,3,other
5.955,9.763,1,1,5,NA,NA,1020,13.0666666666667,1,other
7.304,8.902,1,1,5,NA,NA,1449,17,3,other
6.149,17.209,0,4,2,7,9,969,22.3666666666667,6,suspicious
10.248,16.617,0,1,1,7,7,735,10.8,3,other
3.687,9.647,0,3,5,NA,NA,1338,13.8166666666667,4,other
8.382,17.481,0,1,3,1,7,1021,19.7,2,other
6.917,11.181,1,1,3,NA,7,1046,1.65,6,suspicious
7.626,10.437,1,1,5,NA,NA,1316,22.25,3,other
7.564,12.348,1,1,5,NA,NA,1169,14.2,3,other
11.689,9.885,0,1,5,NA,NA,1241,16.55,5,other
12.753,9.309,0,1,2,2,8,1119,11.9666666666667,2,other
7.661,11.904,1,1,6,NA,NA,1347,20.25,6,other
7.593,11.991,1,1,5,NA,NA,1083,20.85,1,suspicious
7.352,11.711,1,1,4,2,6,1057,23.6333333333333,3,other
8.153,9.384,1,1,3,NA,7,1376,5.08333333333333,7,other
5.909,8.739,0,1,2,NA,NA,1078,21.3833333333333,3,suspicious
9.717,19.191,0,1,2,NA,NA,1175,19.1666666666667,2,other
9.991,10.366,0,1,2,NA,9,1408,22.4833333333333,4,suspicious
12.586,21.821,0,1,5,NA,NA,1413,13.5666666666667,2,other
6.504,9.792,1,1,3,NA,7,907,17.7166666666667,7,other
8.397,11.311,1,1,5,NA,NA,1224,15.1833333333333,2,other
8.156,11.209,1,1,3,7,7,1095,23.1833333333333,6,suspicious
6.796,10.768,1,1,1,5,3,896,10.9166666666667,3,other
8.042,9.851,1,1,6,NA,NA,822,11.6333333333333,6,other
5.671,12.72,0,1,5,NA,NA,1422,11.8333333333333,4,other
8.04,10.368,1,1,2,9,9,1412,3.46666666666667,1,other
6.95,12.065,1,1,5,NA,NA,1154,21.8166666666667,2,other
9.938,9.974,0,1,3,7,7,1068,1.35,7,suspicious
3.721,10.122,0,3,5,NA,NA,1081,14.55,6,other
6.286,11.724,1,1,3,7,7,1066,22.7166666666667,5,suspicious
9.083,11.479,1,1,1,5,3,1449,7.2,3,other
7.995,10.105,1,3,3,7,7,1326,1.08333333333333,6,suspicious
6.011,9.385,0,1,5,NA,NA,1160,13.2,1,other
7.751,10.905,1,1,5,NA,NA,837,16.1666666666667,7,suspicious
7.846,9.423,1,1,6,NA,NA,1022,19.5833333333333,3,other
6.364,10.281,1,1,6,NA,NA,1255,16.6666666666667,5,other
7.049,11.955,1,3,3,7,7,1059,2.03333333333333,5,suspicious
14.948,23.84,0,5,3,1,7,1022,19.4,3,other
6.059,5.947,0,1,3,5,9,1297,7.68333333333333,5,other
7.601,12.455,1,1,5,NA,NA,1191,21.0166666666667,4,other
8.602,12.158,1,1,5,NA,NA,1181,10.95,1,other
6.086,10.269,1,1,3,NA,7,1164,5.16666666666667,5,other
7.683,9.688,1,5,1,4,6,898,4.2,5,other
6.046,11.977,1,1,3,NA,7,1045,21.75,5,suspicious
7.949,12.792,1,1,2,7,3,1133,0.916666666666667,2,other
7.256,9.302,1,1,4,7,6,1034,21.4833333333333,1,other
8.021,12.336,1,1,5,NA,NA,808,1.23333333333333,6,suspicious
9.214,12.495,1,1,1,7,4,932,3.21666666666667,4,other
7.776,10.884,1,1,1,7,1,1176,23.95,3,suspicious
8.119,11.499,1,1,3,7,7,1090,19.9166666666667,1,suspicious
8.607,10.653,1,1,4,4,6,800,11.1666666666667,5,other
9.688,19.842,0,1,5,NA,NA,1444,14.8333333333333,5,other
7.979,12.05,1,1,5,NA,NA,892,19.2333333333333,6,other
9.834,11.915,0,1,3,4,7,1161,10.0666666666667,2,other
8.011,9.888,1,1,6,NA,NA,1171,20.7,5,other
6.199,17.099,0,1,3,5,7,1403,12.1166666666667,6,other
6.573,12.498,1,1,3,NA,7,1368,14.8333333333333,6,other
7.729,8.963,1,1,5,NA,NA,826,22.3666666666667,3,other
8.305,11.201,1,1,3,7,7,1091,3.31666666666667,2,suspicious
6.188,8.656,0,1,3,NA,7,1162,23.45,3,other
8.698,19.947,0,1,2,NA,NA,1276,21.3,5,other
5.557,11.739,1,4,6,NA,NA,752,21.8,6,other
8.178,12.727,1,1,2,5,3,1448,15.3833333333333,2,other
7.671,11.68,1,4,6,NA,NA,1124,18.2,7,other
8.281,12.602,1,1,3,7,7,1102,13.8166666666667,6,suspicious
8.772,11.874,1,1,5,NA,NA,997,23.15,6,suspicious
7.732,11.786,1,1,2,NA,9,735,12.6,3,other
8.65,19.662,0,4,2,2,9,1142,2.9,4,other
8.784,12.578,1,1,6,NA,NA,1304,20.5666666666667,5,other
5.459,8.824,0,1,3,7,7,1173,15.65,7,other
12.771,11.121,0,1,2,NA,9,1361,4.75,6,other
5.836,12.137,1,1,3,7,7,1018,13.3666666666667,6,other
8.131,11.602,1,1,3,7,7,1091,0.433333333333333,2,suspicious
6.46,8.67,1,1,3,NA,8,1403,18.3833333333333,6,other
7.721,11.802,1,1,5,NA,NA,1035,20.4333333333333,2,other
7.672,12.53,1,1,5,NA,NA,976,22.5666666666667,6,other
6.166,4.728,0,1,2,NA,9,1409,20.35,5,other
0.386,11.531,0,1,1,5,7,1015,8.53333333333333,3,other
16.107,12.653,0,1,6,NA,NA,985,16.45,1,other
7.925,11.638,1,5,1,4,6,890,18.6166666666667,4,other
12.228,12.894,0,1,3,1,7,1303,13.0666666666667,4,other
8.142,10.17,1,1,3,7,8,920,2.71666666666667,6,suspicious
6.247,12.925,1,1,6,NA,NA,1293,19.4833333333333,1,other
6.897,19.508,0,1,2,NA,9,1027,16.6,1,suspicious
7.199,12.391,1,1,3,NA,7,1421,18.1166666666667,3,suspicious
7.938,9.648,1,1,5,NA,NA,1326,0.75,6,suspicious
8.775,12.109,1,1,3,NA,7,1403,22.2833333333333,6,other
7.526,11.653,1,1,3,7,7,1046,3.25,6,suspicious
7.199,12.391,1,1,6,NA,NA,762,12.2666666666667,2,other
5.07,17.999,0,4,2,7,9,936,18.4666666666667,1,suspicious
8.454,10.898,1,1,6,NA,NA,1182,21.0333333333333,2,suspicious
8.168,10.94,1,1,5,NA,NA,1176,23.4166666666667,3,other
9.127,16.408,0,1,3,1,7,1305,7.1,6,other
7.199,12.391,1,1,3,NA,7,1429,21.1333333333333,4,other
8.063,12,1,1,5,NA,NA,825,18.5833333333333,2,suspicious
10.898,13.41,0,1,3,2,7,1114,14.8166666666667,4,other
4.905,8.59,0,1,6,NA,NA,1090,12.7666666666667,1,suspicious
8.058,10.355,1,1,1,2,1,1227,14,5,other
8.04,10.368,1,1,1,7,2,1412,3.46666666666667,1,other
7.535,11.405,1,1,5,NA,NA,1038,18.6,5,other
8.315,11.803,1,3,5,NA,NA,1100,0.916666666666667,4,suspicious
8.065,12.036,1,1,6,NA,NA,976,20.7833333333333,6,other
6.333,9.507,0,1,5,NA,NA,1303,20.05,4,other
0.347,17.127,0,1,3,1,7,1399,16.6,2,other
14.459,6.22,0,1,3,NA,7,1304,17.7666666666667,5,other
5.847,11.937,1,1,5,NA,NA,1268,21.3,4,other
6.657,8.533,1,1,1,7,2,1165,2.18333333333333,6,other
8.55,11.37,1,4,1,7,8,907,2.93333333333333,7,suspicious
7.318,11.685,1,1,5,NA,NA,814,20.7666666666667,5,other
7.116,11.806,1,1,1,NA,NA,981,9.41666666666667,4,other
6.266,11.774,1,1,3,7,7,1099,23.0166666666667,3,suspicious
7.051,11.876,1,4,6,NA,NA,853,18.65,2,suspicious
7.667,9.635,1,1,5,NA,NA,838,1.88333333333333,1,suspicious
8.087,10.996,1,1,1,7,4,818,17.9666666666667,2,other
8.857,11.555,1,1,1,NA,NA,1351,15.2333333333333,3,other
6.629,13.123,1,1,1,4,6,1028,12.1833333333333,2,other
6.31,8.663,0,1,3,NA,7,1459,19.9833333333333,6,other
5.983,7.366,0,4,3,NA,8,1391,10,1,other
1.418,13.95,0,1,3,7,7,1128,9.98333333333333,4,other
9.871,19.208,0,1,2,NA,9,1257,19.3833333333333,7,other
15.557,13.507,0,1,2,NA,9,1186,21.55,6,other
8.732,12.326,1,1,1,NA,NA,915,16.8166666666667,1,other
13.449,10.925,0,1,3,7,7,1135,14.0666666666667,4,other
12.202,14.027,0,4,3,NA,7,1445,23.4333333333333,6,suspicious
7.98,12.05,1,1,5,NA,NA,920,16.1666666666667,6,other
7.426,11.411,1,1,5,NA,NA,1183,9.6,3,other
7.623,11.2,1,1,1,5,1,1309,19.3,3,other
6.011,11.625,1,1,5,NA,NA,1222,11.1333333333333,7,other
16.138,12.596,0,4,2,7,9,896,21.8666666666667,3,suspicious
8.755,15.06,0,1,5,NA,NA,1180,14.4,7,other
7.747,12.68,1,1,1,5,9,1324,11.5333333333333,4,other
9.091,12.091,1,1,6,NA,NA,1151,13.7166666666667,6,other
6.691,12.733,1,4,5,NA,NA,1015,2.88333333333333,3,suspicious
7.199,12.391,1,1,3,NA,7,1436,17.8333333333333,4,other
6.723,10.731,1,1,1,5,7,1033,12.0166666666667,7,other
6.908,11.637,1,1,6,NA,NA,751,18.4833333333333,5,other
7.805,17.64,0,1,5,NA,NA,970,14.0166666666667,7,other
6.819,11.828,1,1,3,8,7,1253,10.7333333333333,3,other
5.973,9.493,0,1,3,NA,8,1438,16.8166666666667,6,other
7.509,11.478,1,1,1,3,7,863,19.4333333333333,5,other
6.472,9.793,1,1,2,7,9,1274,17.7,3,other
11.586,9.885,0,4,3,7,7,1411,15.9,7,other
1.863,7.197,0,4,6,NA,NA,836,20.3166666666667,6,other
5.405,5.198,0,4,3,7,7,1061,23.5666666666667,7,suspicious
5.739,14.087,0,1,2,NA,9,1391,23.6833333333333,1,other
14.419,10.69,0,1,3,4,7,1148,11.9833333333333,3,other
7.874,10.553,1,1,1,5,3,843,1.4,6,other
6.95,11.733,1,1,3,7,7,1101,3.13333333333333,5,suspicious
8.614,19.75,0,4,3,7,7,1060,19.7333333333333,6,suspicious
7.355,11.431,1,1,1,4,6,908,6.98333333333333,1,other
6.26,12.055,1,1,2,NA,9,1381,21.2833333333333,5,other
7.714,12.999,1,1,3,7,7,1160,13.0666666666667,1,other
7.329,8.377,0,1,3,6,7,1046,22.2166666666667,6,other
7.972,11.633,1,1,2,4,9,1333,13.7166666666667,6,other
7.502,9.311,1,1,5,NA,NA,1460,0.466666666666667,7,other
8.118,11.418,1,5,1,5,4,1252,18.6333333333333,2,other
7.624,10.49,1,1,3,7,7,1243,0.216666666666667,7,other
6.815,9.783,1,1,2,NA,9,1355,0.683333333333333,7,suspicious
8.232,10.868,1,1,1,NA,NA,1275,22.05,4,other
7.751,10.905,1,1,5,NA,NA,782,1.78333333333333,1,suspicious
8.979,11.092,1,1,5,NA,NA,1251,18.05,1,other
8.043,11.898,1,1,4,2,6,1067,11.05,6,other
7.643,10.111,1,1,3,7,7,1228,19.1333333333333,6,other
6.136,8.406,0,1,3,8,7,1203,2.21666666666667,2,other
7.369,10.241,1,1,6,NA,NA,1165,11.6,6,other
8.044,11.069,1,1,3,7,7,1176,23.4,3,other
7.864,11.424,1,1,5,NA,NA,1458,13.4,5,other
6.507,8.671,1,1,6,NA,NA,1420,4.18333333333333,2,other
14.419,10.69,0,1,3,4,7,1175,19.1166666666667,2,other
6.756,10.732,1,4,1,7,2,1449,23.8333333333333,3,suspicious
11.943,19.45,0,4,2,NA,1,1089,22.3666666666667,7,other
6.199,17.099,0,1,3,5,7,1403,12.1,6,other
7.661,9.735,1,4,5,NA,NA,1326,0.766666666666667,6,suspicious
7.835,11.611,1,1,5,NA,NA,1367,1.9,5,suspicious
8.723,11.821,1,4,6,NA,NA,1451,23.1833333333333,5,other
6.915,11.083,1,1,1,NA,NA,1309,17.7333333333333,3,other
6.902,10.158,1,1,3,7,7,1101,13.9666666666667,5,suspicious
6.046,11.977,1,1,5,NA,NA,1061,21.4833333333333,7,suspicious
7.866,11.09,1,1,3,7,7,1047,2.33333333333333,7,suspicious
12.205,9.57,0,1,1,4,6,986,14.9166666666667,2,other
8.726,11.86,1,1,1,NA,NA,1317,18.4333333333333,4,other
8.054,12.778,1,1,3,9,7,1199,11.7666666666667,5,other
12.677,21.619,0,1,5,NA,NA,1433,18.55,1,other
7.303,10.503,1,1,1,4,2,1179,18.4,6,other
10.22,15.583,0,1,3,NA,7,1424,0.2,6,other
8.782,20.553,0,1,1,4,1,1107,16.0666666666667,4,other
7.898,10.828,1,1,5,NA,NA,838,21.55,1,other
8.384,11.064,1,1,5,NA,NA,966,19.8333333333333,3,other
8.454,17.386,0,1,3,1,7,1236,12.6666666666667,7,other
8.523,11.294,1,1,3,5,7,1412,13.8666666666667,1,other
7.79,11.064,1,1,3,7,7,1176,22.7333333333333,3,other
7.671,11.68,1,1,3,7,7,1091,0.45,2,suspicious
7.86,12.699,1,1,5,NA,NA,749,7.46666666666667,3,other
8.793,12.19,1,1,6,NA,NA,1096,22.3833333333333,7,other
8.114,12.018,1,1,2,7,6,1081,21.85,6,suspicious
8.554,10.065,0,1,5,NA,NA,859,8.4,1,other
8.778,11.927,1,1,1,9,7,997,14.5,6,other
7.979,12.05,1,1,5,NA,NA,899,23.3166666666667,6,other
8.599,11.71,1,1,3,7,7,1064,16.7333333333333,3,other
8.787,12.165,1,1,6,NA,NA,1003,20.5,5,other
1.496,6.99,0,1,3,2,7,1173,13.6833333333333,7,other
6.327,9.801,1,1,3,NA,7,1429,15.8666666666667,4,other
9.938,12.396,0,1,1,9,1,926,14.65,5,other
8.15,8.736,1,1,5,NA,NA,1339,9.9,5,other
8.218,10.742,1,1,1,5,7,844,19.7,7,other
11.998,19.074,0,1,3,NA,7,739,21.2666666666667,7,other
6.67,13.065,1,1,6,NA,NA,816,9.86666666666667,7,other
6.674,12.618,1,1,3,5,7,1301,20.9666666666667,2,other
7.417,19.626,0,1,3,9,7,1059,21.4333333333333,5,other
7.865,8.756,1,4,5,NA,NA,1393,21.4833333333333,3,other
7.123,11.405,1,1,3,7,7,1097,4.25,1,suspicious
15.589,2.052,0,4,6,NA,NA,810,20.2333333333333,1,other
6.832,12.494,1,1,3,7,7,1234,12.5,5,other
8.365,17.358,0,1,5,NA,NA,895,17.1,2,other
6.068,8.889,0,1,3,7,8,1103,19.3333333333333,7,other
7.994,11.778,1,3,3,7,7,1100,1.06666666666667,4,suspicious
7.189,11.721,1,1,5,NA,NA,1012,12.3166666666667,7,other
13.773,8.224,0,1,3,5,7,1146,15.3333333333333,1,other
11.842,9.491,0,1,6,NA,NA,1138,4.16666666666667,7,other
7.632,9.956,1,5,1,5,9,1422,21.1666666666667,4,other
6.183,8.649,0,1,3,NA,NA,1072,20.5,4,other
6.241,8.76,0,1,3,NA,8,1399,10.8166666666667,2,other
8.506,8.602,1,1,1,NA,NA,902,18.65,2,other
8.123,11.703,1,1,3,7,7,1055,22.0833333333333,1,other
6.403,8.661,1,1,6,NA,NA,975,20.65,5,other
8.613,19.375,0,1,2,NA,9,1387,20.8,4,other
7.837,11.573,1,1,3,7,7,822,12.05,6,suspicious
7.623,11.2,1,6,1,5,1,1309,22.05,3,other
8.443,11.322,1,1,1,NA,1,1341,0.933333333333333,7,suspicious
7.88,9.354,1,1,5,NA,NA,1353,22.2333333333333,5,other
8.257,11.5,1,1,2,NA,9,1222,16.8166666666667,7,other
8.114,11.497,1,1,5,NA,NA,1120,11.2333333333333,3,other
8.044,11.57,1,1,3,7,7,1100,21.1666666666667,4,suspicious
16.776,3.176,0,1,3,9,9,1103,4.08333333333333,7,other
6.323,8.823,0,4,3,7,7,966,22.9833333333333,3,suspicious
14.801,22.806,0,1,6,NA,NA,1427,15.05,2,other
4.874,18.555,0,1,2,2,6,1151,17.9166666666667,6,other
7.77,12.703,1,1,5,NA,NA,1050,19.9666666666667,3,other
5.459,11.933,0,1,3,5,7,920,12.0333333333333,6,other
7.901,12.845,1,1,6,NA,NA,1040,14.45,7,other
7.978,9.848,1,1,5,NA,NA,1347,19.5333333333333,6,other
11.09,23.253,0,1,3,7,7,767,19.9,7,other
7.218,9.691,1,1,1,5,7,1231,17.5666666666667,2,other
11.731,9.425,0,1,3,NA,7,1168,7.81666666666667,2,other
8.04,10.368,1,1,6,NA,NA,1412,3.46666666666667,1,other
7.735,11.364,1,1,5,NA,NA,914,1.18333333333333,7,suspicious
6.227,13.175,0,1,5,NA,NA,1396,6.21666666666667,6,other
14.297,14.408,0,1,5,NA,NA,953,10.65,4,suspicious
7.352,11.711,1,1,1,9,1,1057,23.6333333333333,3,other
7.644,9.706,1,1,5,NA,NA,836,17.6333333333333,6,other
8.687,19.677,0,1,5,NA,NA,1057,13.95,3,other
6.588,9.885,1,1,3,NA,8,1398,18.6666666666667,1,other
7.64,8.803,1,4,6,NA,NA,961,1.58333333333333,5,other
6.705,10.04,1,1,6,NA,NA,1326,20.4166666666667,6,other
7.669,8.493,1,1,3,7,8,921,13.7666666666667,7,suspicious
7.816,11.519,1,1,1,5,6,1168,16.0666666666667,2,other
7.847,9.125,1,1,6,NA,NA,1431,12.8666666666667,6,other
6.486,11.788,1,1,5,NA,NA,1257,16.95,7,other
7.65,11.395,1,4,6,NA,NA,1176,23.2333333333333,3,other
7.072,9.579,1,1,1,5,9,1452,3.83333333333333,6,other
6.005,5.893,0,1,5,NA,NA,1018,12.6666666666667,6,other
7.527,9.977,1,1,5,NA,NA,1035,20.35,2,other
5.918,12.387,1,1,3,NA,7,1348,19.3333333333333,7,other
6.873,9.792,1,1,1,5,9,1457,9.96666666666667,4,other
8.816,11.671,1,1,5,NA,NA,900,9.06666666666667,7,other
8.291,8.5,1,1,3,7,7,1418,8.86666666666667,7,suspicious
7.656,12.41,1,1,1,5,9,1393,15.1333333333333,3,other
6.807,9.084,1,5,1,4,9,1355,17.85,7,other
13.812,8.296,0,1,3,7,7,1265,6.58333333333333,1,other
7.319,8.525,1,1,3,7,7,1173,16.5,7,other
12.213,22.015,0,1,3,1,7,1323,16.8333333333333,3,other
6.894,12.98,1,1,1,7,2,1165,7.81666666666667,6,other
7.286,9.934,1,1,5,NA,NA,928,1.41666666666667,7,suspicious
6.872,11.16,1,1,1,7,7,1180,13.8833333333333,7,other
7.936,10.109,1,1,1,5,7,1286,12.0666666666667,1,other
7.268,10.226,1,1,1,5,7,1269,14.5666666666667,5,other
6.99,9.318,1,1,3,5,7,1051,22.3166666666667,4,other
8.303,11.819,1,1,3,7,7,793,18,5,suspicious
8.822,12.231,1,1,5,NA,NA,1258,20.2166666666667,1,other
6.266,11.775,1,1,3,7,7,1136,0.05,5,other
8.043,10.312,1,1,5,NA,NA,840,20.7666666666667,3,other
5.967,9.59,1,1,3,NA,8,1101,20.6166666666667,5,other
7.774,17.704,0,1,3,6,7,1038,21.4333333333333,5,other
5.909,8.739,0,1,3,9,7,1078,21.3833333333333,3,other
8.14,11.783,1,1,3,7,7,1100,0.7,4,suspicious
7.491,14.344,0,1,3,1,7,1230,18.35,1,other
9.725,16.069,0,1,3,5,7,992,14.3,1,other
4.075,9.748,0,4,3,1,7,996,23.6166666666667,5,suspicious
7.734,9.624,1,1,1,5,6,852,13.7,1,other
6.889,8.391,1,1,6,NA,NA,1293,0.316666666666667,1,other
8.172,10.884,1,1,3,7,7,1103,0.816666666666667,7,other
9.98,10.537,0,1,3,NA,7,1168,11.0833333333333,2,other
6.987,11.032,1,1,6,NA,NA,1431,23.5166666666667,6,suspicious
8.217,11.258,1,1,3,7,7,836,18.0833333333333,6,suspicious
6.776,9.625,1,1,5,NA,NA,1338,18.6333333333333,4,other
7.314,8.642,1,1,5,NA,NA,1357,14.5,2,other
4.85,16.553,0,1,2,NA,NA,1446,22.05,7,other
0.647,17.065,0,1,3,NA,7,1181,16.5333333333333,1,other
8.813,8.861,0,1,3,5,7,1096,11.85,7,other
8.73,12.782,0,1,3,7,7,1167,18.2666666666667,1,other
5.652,9.767,1,1,5,NA,NA,1263,10.1,6,other
7.371,10.184,1,1,5,NA,NA,1063,11.9,2,other
8.636,11.114,1,1,3,7,7,809,16.3833333333333,7,suspicious
4.91,12.783,0,1,2,NA,9,1273,11.1,2,other
7.91,2.12,0,1,3,NA,7,1179,12.9666666666667,6,other
6.967,8.452,1,1,1,NA,NA,951,20.3666666666667,2,other
7.434,11.611,1,1,1,5,7,943,14.7666666666667,1,other
7.829,11.132,1,1,5,NA,NA,1176,23.2666666666667,3,other
7.466,11.61,1,1,3,7,7,1091,2.8,2,suspicious
7.199,12.391,1,1,3,6,7,1031,18.0666666666667,5,other
2.037,7.46,0,1,1,4,3,1013,1.43333333333333,1,other
7.549,9.972,1,1,5,NA,NA,1179,17.8833333333333,6,other
7.502,9.311,1,1,2,6,3,1053,21.8666666666667,6,other
